time,ideal_flux,noise,observed_flux
0.0,1.0,0.035281046919353284,1.0352810469193532
0.0204,1.0127826291308624,0.008003144167344467,1.0207857732982069
0.0408,1.0253555354936341,0.019574759682114785,1.0449302951757489
0.061200000000000004,1.0375124372116877,0.044817863984029156,1.0823303011957168
0.0816,1.0490538777371088,0.03735115980299935,1.0864050375401082
0.10200000000000001,1.0597904983057518,-0.01954555759752822,1.0402449407082235
0.12240000000000001,1.0695461447194048,0.01900176835051179,1.0885479130699165
0.1428,1.0781607574825252,-0.003027144165953958,1.0751336133165712
0.1632,1.0854929978754952,-0.002064377035871157,1.083428620839624
0.1836,1.09142256687878,0.008211970038767447,1.0996345369175475
0.20400000000000001,1.0958521789017377,0.0028808714232175596,1.0987330503249553
0.22440000000000002,1.0987091579333914,0.029085470139259502,1.127794628072651
0.24480000000000002,1.099946629927349,0.015220754502939868,1.115167384430289
0.2652,1.0995442918575784,0.002433500329856568,1.101977792187435
0.2856,1.097508744827251,0.008877264654908514,1.1063860094821594
0.30600000000000005,1.0938733857653875,0.006673486547485337,1.1005468723128728
0.3264,1.0886978594882186,0.02988158146315212,1.1185794409513707
0.3468,1.0820670801152157,-0.004103165275316017,1.0779639148398996
0.3672,1.074089837895276,0.006261354033018028,1.080351191928294
0.38760000000000006,1.0648970143006662,-0.017081914786034495,1.0478150995146316
0.40800000000000003,1.054639434673427,-0.051059796316681574,1.0035796383567452
0.4284,1.0434853936555528,0.013072371908807213,1.05655776556436
0.44880000000000003,1.0316178940028713,0.017288723977190116,1.0489066179800615
0.46920000000000006,1.0192316440849982,-0.01484330040812884,1.0043883436768695
0.48960000000000004,1.0065298633329636,0.04539509247975215,1.0519249558127157
0.51,0.9937209480470687,-0.029087313491975297,0.9646336345550934
0.5304,0.9810150522685906,0.0009151703460289214,0.9819302226146196
0.5508000000000001,0.9686206398124813,-0.003743677000516672,0.9648769628119646
0.5712,0.9567410640313679,0.030655584287169153,0.9873966483185371
0.5916,0.9455712314261787,0.0293871753980057,0.9749584068241844
0.6120000000000001,0.9352944038430555,0.003098948513938326,0.9383933523569938
0.6324000000000001,0.9260791917224531,0.007563250392043471,0.9336424421144965
0.6528,0.9180767877317554,-0.017755714952602256,0.9003210727791531
0.6732,0.9114184861688043,-0.03961592936447854,0.8718025568043257
0.6936,0.9062135288351312,-0.006958242986523052,0.8992552858486081
0.7140000000000001,0.9025473127213423,0.0031269793820796012,0.9056742921034219
0.7344,0.9004799889109066,0.024605813614554415,0.925085802525461
0.7548,0.9000454756899315,0.024047596975688226,0.9240930726656198
0.7752000000000001,0.9012509020546933,-0.007746536348159046,0.8935043657065342
0.7956000000000001,0.9040764907472145,-0.006046055011506711,0.8980304357357078
0.8160000000000001,0.9084758827379082,-0.02097105930134185,0.8875048234365664
0.8364,0.9143768978315453,-0.028400358743579504,0.8859765390879658
0.8568,0.921682718917396,-0.03412540381250025,0.8875573151048957
0.8772000000000001,0.9302734804337189,0.039015507904635795,0.9692889883383548
0.8976000000000001,0.9400082349848912,-0.01019304363503307,0.9298151913498581
0.918,0.9507272658451709,-0.008761486032223728,0.9419657798129472
0.9384000000000001,0.962254707408175,-0.025055907200998526,0.9371988002071765
0.9588000000000001,0.9744014305887327,0.015549807116638201,0.989951237705371
0.9792000000000001,0.9869681458367385,-0.03227795695115903,0.9546901888855795
0.9996,0.9997486728522996,-0.004254805604279374,0.9954938672480202
1.02,1.0125333233564304,-0.017909331223873514,0.9946239921325569
1.0404,1.025112341416658,0.00773804995718524,1.0328503913738434
1.0608,1.0372793448826092,-0.010216102751377461,1.0270632421312318
1.0812000000000002,1.0488347114684362,-0.023612643682448243,1.025222067785988
